001:01:000,1,,Meta Event,Channel Prefix,16,FF 20 0F,01:00:00:00,0
001:01:000,1,,Meta Event,Track Name,C446_M468__120_S12_,FF 03 43 34 34 36 5F 4D 34 36 38 5F 1A 1A 1A 1A 1A 1A 1A 1A 1A 1A 1A 1A 5F 31 32 30 5F 53 31 32 5F,01:00:00:00,0
001:01:000,1,,Meta Event,Instrument Name,Steinway Piano 2,FF 04 53 74 65 69 6E 77 61 79 20 50 69 61 6E 6F 20 32,01:00:00:00,0
001:01:000,1,,Meta Event,Time Signature,"4/4, Click: 24, MIDI Clock: 8",FF 58 04 02 18 08,01:00:00:00,0
001:01:000,1,,Meta Event,Key Signature,C,FF 59 00 00,01:00:00:00,0
001:01:000,1,,Meta Event,SMPTE Offset,"01 : 00 : 00 : 00 : 00, 25 fps",FF 54 21 00 00 00 00,01:00:00:00,0
001:01:000,1,,Meta Event,Set Tempo,120,FF 51 07 A1 20,01:00:00:00,0
001:04:360,1,1,Note,C7,068 064 324,90 60 44,01:00:01:21,1800
002:01:420,1,,Meta Event,Lyric,어,FF 05 EC 96 B4,01:00:02:10,2340
002:01:442,1,1,Note,F4,068 000 141,90 41 44,01:00:02:11,2362
002:02:107,1,1,Note,F4,066 000 323,90 41 42,01:00:02:15,2507
002:02:120,1,,Meta Event,Lyric,쩐,FF 05 EC A9 90,01:00:02:15,2520
002:02:420,1,,Meta Event,Lyric,지,FF 05 EC A7 80,01:00:02:23,2820
002:02:434,1,1,Note,E4,077 000 153,90 40 4D,01:00:02:23,2834
002:03:111,1,1,Note,E4,070 000 194,90 40 46,01:00:03:02,2991
002:03:120,1,,Meta Event,Lyric,이,FF 05 EC 9D B4,01:00:03:03,3000
002:03:309,1,1,Note,C7,027 000 348,90 60 1B,01:00:03:08,3189
002:04:180,1,,Meta Event,Lyric,자,FF 05 EC 9E 90,01:00:03:17,3540
002:04:181,1,1,Note,D4,073 000 235,90 3E 49,01:00:03:17,3541
002:04:420,1,,Meta Event,Lyric,꾸,FF 05 EA BE B8,01:00:03:23,3780
002:04:420,1,1,Note,E4,064 000 180,90 40 40,01:00:03:23,3780
003:01:120,1,,Meta Event,Lyric,눈,FF 05 EB 88 88,01:00:04:03,3960
003:01:124,1,1,Note,E4,078 000 209,90 40 4E,01:00:04:03,3964
003:01:337,1,1,Note,E4,066 000 211,90 40 42,01:00:04:08,4177
003:01:360,1,,Meta Event,Lyric,이,FF 05 EC 9D B4,01:00:04:09,4200
003:02:060,1,,Meta Event,Lyric,마,FF 05 EB A7 88,01:00:04:14,4380
003:02:072,1,1,Note,D4,077 000 78,90 3E 4D,01:00:04:14,4392
003:02:154,1,1,Note,E4,066 000 120,90 40 42,01:00:04:16,4474
003:02:180,1,,Meta Event,Lyric,주^,FF 05 EC A3 BC 5E,01:00:04:17,4500
003:02:278,1,1,Note,F4,070 000 92,90 41 46,01:00:04:19,4598
003:02:300,1,,Meta Event,Lyric,우,FF 05 EC 9A B0,01:00:04:20,4620
003:02:360,1,,Meta Event,Lyric,쳐,FF 05 EC B3 90,01:00:04:21,4680
003:02:374,1,1,Note,D4,076 000 212,90 3E 4C,01:00:04:22,4694
003:03:110,1,1,Note,D4,059 000 401,90 3E 3B,01:00:05:02,4910
003:03:120,1,,Meta Event,Lyric,어,FF 05 EC 96 B4,01:00:05:03,4920
003:04:035,1,1,Note,C7,024 000 839,90 60 18,01:00:05:13,5315
004:01:398,1,1,Note,E4,081 000 183,90 40 51,01:00:06:10,6158
004:01:420,1,,Meta Event,Lyric,너^,FF 05 EB 84 88 5E,01:00:06:10,6180
004:02:105,1,1,Note,F4,088 000 254,90 41 58,01:00:06:15,6345
004:02:120,1,,Meta Event,Lyric,어,FF 05 EC 96 B4,01:00:06:15,6360
004:02:360,1,,Meta Event,Lyric,어,FF 05 EC 96 B4,01:00:06:21,6600
004:02:363,1,1,Note,E4,074 000 144,90 40 4A,01:00:06:21,6603
004:03:031,1,1,Note,D4,080 000 282,90 3E 50,01:00:07:00,6751
004:03:060,1,,Meta Event,Lyric,쩌,FF 05 EC A9 8C,01:00:07:01,6780
004:03:300,1,,Meta Event,Lyric,려,FF 05 EB A0 A4,01:00:07:07,7020
004:03:317,1,1,Note,E4,086 000 197,90 40 56,01:00:07:08,7037
004:04:038,1,1,Note,D4,072 000 212,90 3E 48,01:00:07:13,7238
004:04:060,1,,Meta Event,Lyric,고,FF 05 EA B3 A0,01:00:07:14,7260
004:04:240,1,,Meta Event,Lyric,그^,FF 05 EA B7 B8 5E,01:00:07:18,7440
004:04:254,1,1,Note,D4,069 000 209,90 3E 45,01:00:07:19,7454
004:04:467,1,1,Note,E4,084 000 203,90 40 54,01:00:07:24,7667
005:01:000,1,,Meta Event,Lyric,으,FF 05 EC 9C BC,01:00:08:00,7680
005:01:180,1,,Meta Event,Lyric,래,FF 05 EB 9E 98,01:00:08:04,7860
005:01:194,1,1,Note,F4,088 000 164,90 41 58,01:00:08:05,7874
005:01:360,1,,Meta Event,Lyric,애,FF 05 EC 95 A0,01:00:08:09,8040
005:01:362,1,1,Note,F4,077 000 302,90 41 4D,01:00:08:09,8042
005:04:104,1,1,Note,C7,025 000 452,90 60 19,01:00:09:15,9224
006:01:060,1,,Meta Event,Lyric,수^,FF 05 EC 88 98 5E,01:00:10:01,9660
006:01:080,1,1,Note,Ab4,071 000 223,90 44 47,01:00:10:02,9680
006:01:300,1,,Meta Event,Lyric,우,FF 05 EC 9A B0,01:00:10:07,9900
006:01:307,1,1,Note,A4,066 000 137,90 45 42,01:00:10:07,9907
006:01:420,1,,Meta Event,Lyric,많,FF 05 EB A7 8E,01:00:10:10,10020
006:01:448,1,1,Note,A4,087 000 211,90 45 57,01:00:10:11,10048
006:02:180,1,,Meta Event,Lyric,은,FF 05 EC 9D 80,01:00:10:17,10260
006:02:183,1,1,Note,A4,069 000 174,90 45 45,01:00:10:17,10263
006:02:360,1,,Meta Event,Lyric,새^,FF 05 EC 83 88 5E,01:00:10:21,10440
006:02:361,1,1,Note,F4,077 000 230,90 41 4D,01:00:10:21,10441
006:03:115,1,1,Note,G4,068 000 206,90 43 44,01:00:11:02,10675
006:03:120,1,,Meta Event,Lyric,앵,FF 05 EC 95 B5,01:00:11:03,10680
006:03:300,1,,Meta Event,Lyric,각,FF 05 EA B0 81,01:00:11:07,10860
006:03:325,1,1,Note,G4,087 000 289,90 43 57,01:00:11:08,10885
006:04:120,1,,Meta Event,Lyric,너^,FF 05 EB 84 88 5E,01:00:11:15,11160
006:04:138,1,1,Note,Gb4,084 000 194,90 42 54,01:00:11:16,11178
006:04:336,1,1,Note,G4,088 000 147,90 43 58,01:00:11:21,11376
006:04:360,1,,Meta Event,Lyric,어,FF 05 EC 96 B4,01:00:11:21,11400
007:01:000,1,,Meta Event,Lyric,에,FF 05 EC 97 90,01:00:12:00,11520
007:01:007,1,1,Note,G4,086 000 173,90 43 56,01:00:12:00,11527
007:01:180,1,,Meta Event,Lyric,게,FF 05 EA B2 8C,01:00:12:04,11700
007:01:184,1,1,Note,G4,079 000 229,90 43 4F,01:00:12:04,11704
007:01:417,1,1,Note,G4,082 000 260,90 43 52,01:00:12:10,11937
007:01:420,1,,Meta Event,Lyric,다,FF 05 EB 8B A4,01:00:12:10,11940
007:02:180,1,,Meta Event,Lyric,가^,FF 05 EA B0 80 5E,01:00:12:17,12180
007:02:201,1,1,Note,G4,091 000 114,90 43 5B,01:00:12:17,12201
007:02:300,1,,Meta Event,Lyric,아,FF 05 EC 95 84,01:00:12:20,12300
007:02:319,1,1,Note,A4,086 000 116,90 45 56,01:00:12:20,12319
007:02:420,1,,Meta Event,Lyric,가,FF 05 EA B0 80,01:00:12:23,12420
007:02:439,1,1,Note,D4,091 000 218,90 3E 5B,01:00:12:23,12439
007:03:180,1,,Meta Event,Lyric,아,FF 05 EC 95 84,01:00:13:04,12660
007:03:181,1,1,Note,D4,072 000 399,90 3E 48,01:00:13:04,12661
007:04:104,1,1,Note,C7,025 000 456,90 60 19,01:00:13:15,13064
008:01:060,1,,Meta Event,Lyric,써,FF 05 EC 8D A8,01:00:14:01,13500
008:01:084,1,1,Note,D4,074 000 281,90 3E 4A,01:00:14:02,13524
008:01:360,1,,Meta Event,Lyric,내,FF 05 EB 82 B4,01:00:14:09,13800
008:01:369,1,1,Note,F4,093 000 247,90 41 5D,01:00:14:09,13809
008:02:120,1,,Meta Event,Lyric,려^,FF 05 EB A0 A4 5E,01:00:14:15,14040
008:02:140,1,1,Note,G4,083 000 113,90 43 53,01:00:14:16,14060
008:02:240,1,,Meta Event,Lyric,어,FF 05 EC 96 B4,01:00:14:18,14160
008:02:257,1,1,Note,A4,080 000 137,90 45 50,01:00:14:19,14177
008:02:398,1,1,Note,G4,089 000 208,90 43 59,01:00:14:22,14318
008:02:420,1,,Meta Event,Lyric,가,FF 05 EA B0 80,01:00:14:23,14340
008:03:120,1,,Meta Event,Lyric,시,FF 05 EC 8B 9C,01:00:15:03,14520
008:03:130,1,1,Note,E4,066 000 284,90 40 42,01:00:15:03,14530
008:03:418,1,1,Note,Gb4,089 000 258,90 42 59,01:00:15:10,14818
008:03:420,1,,Meta Event,Lyric,나,FF 05 EB 82 98,01:00:15:10,14820
008:04:180,1,,Meta Event,Lyric,리,FF 05 EB A6 AC,01:00:15:17,15060
008:04:200,1,1,Note,Gb4,078 000 260,90 42 4E,01:00:15:17,15080
008:04:464,1,1,Note,F4,090 000 157,90 41 5A,01:00:15:24,15344
009:01:000,1,,Meta Event,Lyric,오^,FF 05 EC 98 A4 5E,01:00:16:00,15360
009:01:120,1,,Meta Event,Lyric,오,FF 05 EC 98 A4,01:00:16:03,15480
009:01:145,1,1,Note,Gb4,080 000 563,90 42 50,01:00:16:03,15505
009:02:232,1,1,Note,C7,028 000 380,90 60 1C,01:00:16:18,16072
009:03:120,1,,Meta Event,Lyric,적,FF 05 EC A0 81,01:00:17:03,16440
009:03:136,1,1,Note,D4,058 000 260,90 3E 3A,01:00:17:03,16456
009:03:400,1,1,Note,D4,081 000 266,90 3E 51,01:00:17:10,16720
009:03:420,1,,Meta Event,Lyric,당,FF 05 EB 8B B9,01:00:17:10,16740
009:04:180,1,,Meta Event,Lyric,한,FF 05 ED 95 9C,01:00:17:17,16980
009:04:190,1,1,Note,C4,058 000 177,90 3C 3A,01:00:17:17,16990
009:04:360,1,,Meta Event,Lyric,수,FF 05 EC 88 98,01:00:17:21,17160
009:04:371,1,1,Note,D4,064 000 212,90 3E 40,01:00:17:22,17171
010:01:107,1,1,Note,D4,056 000 197,90 3E 38,01:00:18:02,17387
010:01:120,1,,Meta Event,Lyric,운,FF 05 EC 9A B4,01:00:18:03,17400
010:01:300,1,,Meta Event,Lyric,가^,FF 05 EA B0 80 5E,01:00:18:07,17580
010:01:308,1,1,Note,G4,089 000 117,90 43 59,01:00:18:08,17588
010:01:420,1,,Meta Event,Lyric,안,FF 05 EC 95 88,01:00:18:10,17700
010:01:429,1,1,Note,A4,066 000 140,90 45 42,01:00:18:11,17709
010:02:093,1,1,Note,C7,027 000 511,90 60 1B,01:00:18:14,17853
010:03:120,1,,Meta Event,Lyric,넌,FF 05 EB 84 8C,01:00:19:03,18360
010:03:128,1,1,Note,D4,067 000 280,90 3E 43,01:00:19:03,18368
010:03:412,1,1,Note,D4,073 000 209,90 3E 49,01:00:19:10,18652
010:03:420,1,,Meta Event,Lyric,지,FF 05 EC A7 80,01:00:19:10,18660
010:04:120,1,,Meta Event,Lyric,금,FF 05 EA B8 88,01:00:19:15,18840
010:04:145,1,1,Note,B3,055 000 312,90 3B 37,01:00:19:16,18865
010:04:461,1,1,Note,Db4,074 000 256,90 3D 4A,01:00:19:24,19181
011:01:000,1,,Meta Event,Lyric,모,FF 05 EB AA A8,01:00:20:00,19200
011:01:240,1,,Meta Event,Lyric,해^,FF 05 ED 95 B4 5E,01:00:20:06,19440
011:01:241,1,1,Note,G4,079 000 266,90 43 4F,01:00:20:06,19441
011:02:031,1,1,Note,A4,073 000 275,90 45 49,01:00:20:13,19711
011:02:060,1,,Meta Event,Lyric,애,FF 05 EC 95 A0,01:00:20:14,19740
011:02:310,1,1,Note,C7,026 000 777,90 60 1A,01:00:20:20,19990
011:04:120,1,,Meta Event,Lyric,톱,FF 05 ED 86 B1,01:00:21:15,20760
011:04:131,1,1,Note,A4,066 000 333,90 45 42,01:00:21:15,20771
011:04:468,1,1,Note,A4,081 000 115,90 45 51,01:00:21:24,21108
012:01:000,1,,Meta Event,Lyric,니^,FF 05 EB 8B 88 5E,01:00:22:00,21120
012:01:107,1,1,Note,Bb4,079 000 111,90 46 4F,01:00:22:02,21227
012:01:120,1,,Meta Event,Lyric,이,FF 05 EC 9D B4,01:00:22:03,21240
012:01:222,1,1,Note,A4,081 000 213,90 45 51,01:00:22:05,21342
012:01:240,1,,Meta Event,Lyric,바,FF 05 EB B0 94,01:00:22:06,21360
012:01:420,1,,Meta Event,Lyric,퀴,FF 05 ED 80 B4,01:00:22:10,21540
012:01:439,1,1,Note,G4,072 000 231,90 43 48,01:00:22:11,21559
012:02:180,1,,Meta Event,Lyric,가,FF 05 EA B0 80,01:00:22:17,21780
012:02:194,1,1,Note,F4,086 000 254,90 41 56,01:00:22:17,21794
012:02:452,1,1,Note,F4,076 000 248,90 41 4C,01:00:22:24,22052
012:03:000,1,,Meta Event,Lyric,맞,FF 05 EB A7 9E,01:00:23:00,22080
012:03:224,1,1,Note,G4,087 000 228,90 43 57,01:00:23:05,22304
012:03:240,1,,Meta Event,Lyric,춰^,FF 05 EC B6 B0 5E,01:00:23:06,22320
012:03:456,1,1,Note,A4,103 000 188,90 45 67,01:00:23:11,22536
012:04:000,1,,Meta Event,Lyric,어,FF 05 EC 96 B4,01:00:23:12,22560
012:04:168,1,1,Note,G4,074 000 220,90 43 4A,01:00:23:16,22728
012:04:180,1,,Meta Event,Lyric,지,FF 05 EC A7 80,01:00:23:17,22740
012:04:392,1,1,Note,G4,079 000 219,90 43 4F,01:00:23:22,22952
012:04:420,1,,Meta Event,Lyric,이,FF 05 EC 9D B4,01:00:23:23,22980
013:01:120,1,,Meta Event,Lyric,는,FF 05 EB 8A 94,01:00:24:03,23160
013:01:135,1,1,Note,D4,053 000 307,90 3E 35,01:00:24:03,23175
013:01:420,1,,Meta Event,Lyric,고^,FF 05 EA B3 A0 5E,01:00:24:10,23460
013:01:446,1,1,Note,E4,093 000 159,90 40 5D,01:00:24:11,23486
013:02:120,1,,Meta Event,Lyric,옷,FF 05 EC 98 B7,01:00:24:15,23640
013:02:129,1,1,Note,Gb4,092 000 493,90 42 5C,01:00:24:15,23649
013:03:146,1,1,Note,C7,025 000 264,90 60 19,01:00:25:03,24146
013:03:414,1,1,Note,D4,079 000 262,90 3E 4F,01:00:25:10,24414
013:03:420,1,,Meta Event,Lyric,빠,FF 05 EB B9 A0,01:00:25:10,24420
013:04:180,1,,Meta Event,Lyric,져,FF 05 EC A0 B8,01:00:25:17,24660
013:04:200,1,1,Note,C4,068 000 226,90 3C 44,01:00:25:17,24680
013:04:420,1,,Meta Event,Lyric,나,FF 05 EB 82 98,01:00:25:23,24900
013:04:430,1,1,Note,Bb3,059 000 246,90 3A 3B,01:00:25:23,24910
014:01:180,1,,Meta Event,Lyric,가,FF 05 EA B0 80,01:00:26:04,25140
014:01:200,1,1,Note,D4,079 000 236,90 3E 4F,01:00:26:05,25160
014:01:420,1,,Meta Event,Lyric,려^,FF 05 EB A0 A4 5E,01:00:26:10,25380
014:01:440,1,1,Note,G4,086 000 100,90 43 56,01:00:26:11,25400
014:02:060,1,,Meta Event,Lyric,어,FF 05 EC 96 B4,01:00:26:14,25500
014:02:064,1,1,Note,A4,085 000 131,90 45 55,01:00:26:14,25504
014:02:180,1,,Meta Event,Lyric,고,FF 05 EA B3 A0,01:00:26:17,25620
014:02:199,1,1,Note,G4,088 000 200,90 43 58,01:00:26:17,25639
014:02:403,1,1,Note,G4,079 000 207,90 43 4F,01:00:26:22,25843
014:02:420,1,,Meta Event,Lyric,오,FF 05 EC 98 A4,01:00:26:23,25860
014:03:134,1,1,Note,C7,032 000 314,90 60 20,01:00:27:03,26054
014:03:452,1,1,Note,D4,081 000 131,90 3E 51,01:00:27:11,26372
014:04:000,1,,Meta Event,Lyric,머^,FF 05 EB A8 B8 5E,01:00:27:12,26400
014:04:107,1,1,Note,E4,087 000 105,90 40 57,01:00:27:15,26507
014:04:120,1,,Meta Event,Lyric,어,FF 05 EC 96 B4,01:00:27:15,26520
014:04:216,1,1,Note,D4,075 000 200,90 3E 4B,01:00:27:18,26616
014:04:240,1,,Meta Event,Lyric,릴,FF 05 EB A6 B4,01:00:27:18,26640
014:04:420,1,,Meta Event,Lyric,굴,FF 05 EA B5 B4,01:00:27:23,26820
014:04:420,1,1,Note,Db4,069 000 246,90 3D 45,01:00:27:23,26820
015:01:180,1,,Meta Event,Lyric,려,FF 05 EB A0 A4,01:00:28:04,27060
015:01:190,1,1,Note,E4,084 000 207,90 40 54,01:00:28:04,27070
015:01:401,1,1,Note,Bb4,103 000 255,90 46 67,01:00:28:10,27281
015:01:420,1,,Meta Event,Lyric,봐,FF 05 EB B4 90,01:00:28:10,27300
015:02:180,1,,Meta Event,Lyric,도,FF 05 EB 8F 84,01:00:28:17,27540
015:02:180,1,1,Note,A4,091 000 317,90 45 5B,01:00:28:17,27540
015:03:021,1,1,Note,C7,031 000 165,90 60 1F,01:00:29:00,27861
015:03:180,1,,Meta Event,Lyric,계,FF 05 EA B3 84,01:00:29:04,28020
015:03:190,1,1,Note,D5,070 000 214,90 4A 46,01:00:29:04,28030
015:03:408,1,1,Note,A4,062 000 226,90 45 3E,01:00:29:10,28248
015:03:420,1,,Meta Event,Lyric,획,FF 05 ED 9A 8D,01:00:29:10,28260
015:04:158,1,1,Note,A4,079 000 249,90 45 4F,01:00:29:16,28478
015:04:180,1,,Meta Event,Lyric,대^,FF 05 EB 8C 80 5E,01:00:29:17,28500
015:04:411,1,1,Note,B4,095 000 256,90 47 5F,01:00:29:23,28731
015:04:420,1,,Meta Event,Lyric,애,FF 05 EC 95 A0,01:00:29:23,28740
016:01:180,1,,Meta Event,Lyric,로,FF 05 EB A1 9C,01:00:30:04,28980
016:01:191,1,1,Note,G4,088 000 213,90 43 58,01:00:30:04,28991
016:01:408,1,1,Note,D4,072 000 231,90 3E 48,01:00:30:10,29208
016:01:420,1,,Meta Event,Lyric,다,FF 05 EB 8B A4,01:00:30:10,29220
016:02:163,1,1,Note,Eb4,088 000 230,90 3F 58,01:00:30:16,29443
016:02:180,1,,Meta Event,Lyric,되^,FF 05 EB 90 98 5E,01:00:30:17,29460
016:02:397,1,1,Note,E4,094 000 235,90 40 5E,01:00:30:22,29677
016:02:420,1,,Meta Event,Lyric,에,FF 05 EC 97 90,01:00:30:23,29700
016:03:156,1,1,Note,Gb4,088 000 270,90 42 58,01:00:31:04,29916
016:03:180,1,,Meta Event,Lyric,고,FF 05 EA B3 A0,01:00:31:04,29940
016:03:420,1,,Meta Event,Lyric,이,FF 05 EC 9D B4,01:00:31:10,30180
016:03:430,1,1,Note,G4,086 000 160,90 43 56,01:00:31:11,30190
016:04:114,1,1,Note,G4,091 000 308,90 43 5B,01:00:31:15,30354
016:04:120,1,,Meta Event,Lyric,써^,FF 05 EC 8D A8 5E,01:00:31:15,30360
016:04:420,1,,Meta Event,Lyric,어~,FF 05 EC 96 B4 7E,01:00:31:23,30660
016:04:426,1,1,Note,A4,103 000 1323,90 45 67,01:00:31:23,30666
018:04:435,1,1,Note,C7,030 000 441,90 60 1E,01:00:35:23,34515
019:01:420,1,,Meta Event,Lyric,게,FF 05 EA B2 8C,01:00:36:10,34980
019:01:430,1,1,Note,G4,088 000 146,90 43 58,01:00:36:11,34990
019:02:100,1,1,Note,A4,081 000 153,90 45 51,01:00:36:15,35140
019:02:120,1,,Meta Event,Lyric,임,FF 05 EC 9E 84,01:00:36:15,35160
019:02:240,1,,Meta Event,Lyric,은,FF 05 EC 9D 80,01:00:36:18,35280
019:02:257,1,1,Note,A4,091 000 124,90 45 5B,01:00:36:19,35297
019:02:360,1,,Meta Event,Lyric,시,FF 05 EC 8B 9C,01:00:36:21,35400
019:02:385,1,1,Note,A4,066 000 175,90 45 42,01:00:36:22,35425
019:03:060,1,,Meta Event,Lyric,작,FF 05 EC 9E 91,01:00:37:01,35580
019:03:084,1,1,Note,A4,087 000 165,90 45 57,01:00:37:02,35604
019:03:240,1,,Meta Event,Lyric,되^,FF 05 EB 90 98 5E,01:00:37:06,35760
019:03:253,1,1,Note,A4,092 000 182,90 45 5C,01:00:37:06,35773
019:03:420,1,,Meta Event,Lyric,엤,FF 05 EC 97 A4,01:00:37:10,35940
019:03:439,1,1,Note,Bb4,105 000 142,90 46 69,01:00:37:11,35959
019:04:105,1,1,Note,A4,078 000 222,90 45 4E,01:00:37:15,36105
019:04:120,1,,Meta Event,Lyric,지,FF 05 EC A7 80,01:00:37:15,36120
019:04:331,1,1,Note,G4,101 000 211,90 43 65,01:00:37:21,36331
019:04:360,1,,Meta Event,Lyric,나,FF 05 EB 82 98,01:00:37:21,36360
020:01:060,1,,Meta Event,Lyric,랑,FF 05 EB 9E 91,01:00:38:01,36540
020:01:066,1,1,Note,A4,095 000 217,90 45 5F,01:00:38:01,36546
020:01:287,1,1,Note,A4,095 000 137,90 45 5F,01:00:38:07,36767
020:01:300,1,,Meta Event,Lyric,노^,FF 05 EB 85 B8 5E,01:00:38:07,36780
020:01:420,1,,Meta Event,Lyric,올,FF 05 EC 98 AC,01:00:38:10,36900
020:01:428,1,1,Note,Bb4,103 000 242,90 46 67,01:00:38:11,36908
020:02:180,1,,Meta Event,Lyric,래,FF 05 EB 9E 98,01:00:38:17,37140
020:02:194,1,1,Note,A4,116 000 153,90 45 74,01:00:38:17,37154
020:02:351,1,1,Note,A4,077 000 312,90 45 4D,01:00:38:21,37311
020:02:360,1,,Meta Event,Lyric,애,FF 05 EC 95 A0,01:00:38:21,37320
020:04:435,1,1,Note,C7,030 000 441,90 60 1E,01:00:39:23,38355
021:01:420,1,,Meta Event,Lyric,끝,FF 05 EB 81 9D,01:00:40:10,38820
021:01:437,1,1,Note,A4,057 000 168,90 45 39,01:00:40:11,38837
021:02:120,1,,Meta Event,Lyric,까,FF 05 EA B9 8C,01:00:40:15,39000
021:02:129,1,1,Note,A4,098 000 290,90 45 62,01:00:40:15,39009
021:02:420,1,,Meta Event,Lyric,지,FF 05 EC A7 80,01:00:40:23,39300
021:02:423,1,1,Note,G4,065 000 129,90 43 41,01:00:40:23,39303
021:03:060,1,,Meta Event,Lyric,쪼,FF 05 EC AA BC,01:00:41:01,39420
021:03:076,1,1,Note,Bb4,087 000 183,90 46 57,01:00:41:01,39436
021:03:240,1,,Meta Event,Lyric,차^,FF 05 EC B0 A8 5E,01:00:41:06,39600
021:03:263,1,1,Note,Ab4,095 000 223,90 44 5F,01:00:41:06,39623
021:04:000,1,,Meta Event,Lyric,아,FF 05 EC 95 84,01:00:41:12,39840
021:04:010,1,1,Note,Bb4,106 000 179,90 46 6A,01:00:41:12,39850
021:04:180,1,,Meta Event,Lyric,가,FF 05 EA B0 80,01:00:41:17,40020
021:04:193,1,1,Note,A4,104 000 175,90 45 68,01:00:41:17,40033
021:04:360,1,,Meta Event,Lyric,너,FF 05 EB 84 88,01:00:41:21,40200
021:04:372,1,1,Note,G4,091 000 190,90 43 5B,01:00:41:22,40212
022:01:060,1,,Meta Event,Lyric,는,FF 05 EB 8A 94,01:00:42:01,40380
022:01:086,1,1,Note,A4,087 000 188,90 45 57,01:00:42:02,40406
022:01:278,1,1,Note,A4,077 000 204,90 45 4D,01:00:42:07,40598
022:01:300,1,,Meta Event,Lyric,수^,FF 05 EC 88 98 5E,01:00:42:07,40620
022:02:000,1,,Meta Event,Lyric,울,FF 05 EC 9A B8,01:00:42:12,40800
022:02:006,1,1,Note,Bb4,091 000 183,90 46 5B,01:00:42:12,40806
022:02:180,1,,Meta Event,Lyric,래,FF 05 EB 9E 98,01:00:42:17,40980
022:02:193,1,1,Note,A4,112 000 104,90 45 70,01:00:42:17,40993
022:02:300,1,,Meta Event,Lyric,애,FF 05 EC 95 A0,01:00:42:20,41100
022:02:300,1,1,Note,A4,105 000 131,90 45 69,01:00:42:20,41100
022:02:435,1,1,Note,C7,030 000 439,90 60 1E,01:00:42:23,41235
022:03:398,1,1,Note,A4,090 000 137,90 45 5A,01:00:43:10,41678
022:03:420,1,,Meta Event,Lyric,마,FF 05 EB A7 88,01:00:43:10,41700
022:04:059,1,1,Note,C5,090 000 171,90 48 5A,01:00:43:14,41819
022:04:060,1,,Meta Event,Lyric,음,FF 05 EC 9D 8C,01:00:43:14,41820
022:04:234,1,1,Note,C5,094 000 240,90 48 5E,01:00:43:18,41994
022:04:240,1,,Meta Event,Lyric,소^,FF 05 EC 86 8C 5E,01:00:43:18,42000
022:04:478,1,1,Note,D5,100 000 403,90 4A 64,01:00:43:24,42238
023:01:000,1,,Meta Event,Lyric,옥,FF 05 EC 98 A5,01:00:44:00,42240
023:01:405,1,1,Note,Db5,085 000 135,90 49 55,01:00:44:10,42645
023:01:420,1,,Meta Event,Lyric,기^,FF 05 EA B8 B0 5E,01:00:44:10,42660
023:02:060,1,,Meta Event,Lyric,이,FF 05 EC 9D B4,01:00:44:14,42780
